,T0,T1,T2,C_1
T0,-0.76,-0.76,0.01,-0.47
T1,-0.71,-1.71,-0.0,0.0
T2,0.0,-0.0,-1.93,-0.0
C_1,-0.0,0.73,-0.71,-1.89
