,T0,T1,T2,B_1
T0,-0.81,-0.88,0.0,0.04
T1,-0.7,-1.71,-0.0,0.0
T2,0.0,-0.01,-1.93,-0.0
B_1,0.0,0.56,-0.07,0.02
