,T0,T1,T2,B_0
T0,-0.78,-1.19,0.0,0.0
T1,-0.47,-1.75,-0.0,-0.0
T2,0.01,-0.0,-1.93,0.0
B_0,-0.06,0.91,0.53,-1.78
