,T0,T1,T2,A_1
T0,-0.88,-0.92,0.1,0.12
T1,-0.26,-2.05,-0.0,-0.24
T2,-0.15,0.58,-2.02,-0.38
A_1,-0.0,-0.77,-1.0,-2.19
