,T0,T1,T2,A_0
T0,-0.87,-0.59,-0.08,-0.07
T1,-0.52,-2.03,0.31,-0.41
T2,-0.02,0.37,-2.04,-0.31
A_0,-0.61,-0.57,-0.5,-2.38
