,T0,T1,T2,E_0
T0,-0.88,-1.01,0.0,0.34
T1,-0.22,-2.08,0.0,0.0
T2,-0.15,0.55,-2.09,0.57
E_0,0.03,-0.65,-0.32,-2.52
