,T0,T1,T2,B_2
T0,-0.88,-1.05,-0.09,0.19
T1,-0.21,-2.1,-0.09,0.16
T2,0.02,0.65,-2.05,-0.34
B_2,-0.63,0.0,0.31,-1.38
