,T0,T1,T2,C_2
T0,-0.84,-0.8,0.14,-0.39
T1,-0.33,-2.09,0.0,0.24
T2,-0.19,0.56,-2.04,0.02
C_2,-0.75,-0.0,-0.0,-1.68
