,T0,T1,T2,C_0
T0,-0.84,-1.06,-0.05,-0.09
T1,-0.18,-2.09,-0.04,0.06
T2,0.0,0.61,-2.04,-0.41
C_0,-0.77,-0.28,0.17,-1.57
