,T0,T1,T2,E_0
T0,-0.72,-0.76,0.35,0.71
T1,-0.24,-2.06,-0.0,0.15
T2,-0.0,0.5,-2.14,0.74
E_0,-0.39,-0.51,-0.05,-2.39
