,T0,T1,T2,C_0
T0,-0.61,-0.96,0.46,-0.91
T1,-0.06,-2.11,0.08,-0.0
T2,0.08,0.45,-2.08,-0.12
C_0,-0.06,-0.05,-0.51,-1.81
