,T0,T1,T2,B_0
T0,-0.65,-1.14,0.01,0.1
T1,-0.0,-2.15,-0.21,0.31
T2,0.45,0.58,-2.22,-0.2
B_0,-0.0,0.02,0.04,-1.68
