,T0,T1,T2,A_1
T0,-0.73,-0.73,0.49,0.54
T1,-0.23,-2.03,0.0,-0.22
T2,0.01,0.56,-2.04,-0.59
A_1,0.0,-0.29,-0.22,-2.15
