,T0,T1,T2,A_0
T0,-0.82,-1.01,-0.0,0.33
T1,-0.14,-1.93,0.0,-0.0
T2,0.24,0.55,-2.11,-0.79
A_0,-0.32,-1.0,-0.24,-2.33
