,T0,T1,T2,B_1
T0,-0.74,-0.88,0.17,-0.22
T1,-0.29,-2.09,0.01,0.39
T2,0.08,0.5,-2.11,0.03
B_1,0.11,-0.0,-0.3,-0.05
