,T0,T1,T2,C_2
T0,-0.81,-0.95,0.0,0.11
T1,-0.22,-1.98,0.1,0.38
T2,0.2,0.49,-2.1,-0.25
C_2,-1.06,-0.28,0.22,-1.56
