,T0,T1,T2,B_2
T0,-0.85,-0.89,-0.06,0.36
T1,-0.31,-1.96,0.1,0.37
T2,0.26,0.55,-2.08,-0.54
B_2,-0.55,0.11,0.35,-1.53
