,T0,T1,T2,E_3
T0,-0.91,-0.81,0.15,0.69
T1,-0.35,-1.92,-0.0,0.27
T2,-0.14,0.52,-2.14,0.68
E_3,-0.93,-0.7,-0.1,-1.65
