,T0,T1,T2,C_0
T0,-0.78,-1.1,-0.01,-0.07
T1,-0.1,-1.98,0.0,0.22
T2,0.23,0.54,-2.12,-0.19
C_0,-0.76,-0.02,0.16,-1.61
