,T0,T1,T2,A_1
T0,-0.87,-0.37,0.0,-0.0
T1,-0.55,-1.51,0.0,0.0
T2,0.34,0.86,-2.05,-0.46
A_1,-0.01,0.0,-0.7,-1.9
