,T0,T1,T2,C_0
T0,-0.85,-0.46,0.0,-0.04
T1,-0.5,-1.54,0.0,0.14
T2,0.34,0.78,-2.08,-0.04
C_0,-0.01,0.0,-0.01,-1.44
