,T0,T1,T2,B_1
T0,-0.81,-0.93,0.1,-0.0
T1,-0.33,-2.29,-0.07,0.72
T2,0.14,0.55,-2.08,-0.1
B_1,-0.06,-0.52,-0.05,-0.03
