,T0,T1,T2,C_2
T0,-0.77,-0.77,0.27,-0.66
T1,-0.21,-1.95,-0.0,-0.0
T2,0.0,0.58,-2.09,0.0
C_2,-0.18,0.13,-0.13,-1.69
