,T0,T1,T2,B_2
T0,-0.8,-1.18,-0.02,0.1
T1,-0.06,-2.02,-0.03,0.25
T2,0.28,0.61,-2.11,-0.52
B_2,-0.14,0.16,0.19,-1.63
