,T0,T1,T2,A_1
T0,-0.85,-0.67,0.38,-0.0
T1,-0.35,-1.9,-0.0,-0.11
T2,-0.21,0.61,-2.04,-0.05
A_1,0.03,-0.52,-1.45,-2.12
