,T0,T1,T2,C_3
T0,-0.66,-0.97,0.32,-0.6
T1,-0.08,-2.0,0.19,-0.01
T2,0.0,0.31,-2.22,0.39
C_3,-0.15,0.19,-0.61,-0.32
