,T0,T1,T2,C_1
T0,-0.79,-1.04,0.06,-0.16
T1,-0.08,-1.98,-0.0,0.01
T2,0.18,0.55,-2.13,-0.07
C_1,-0.58,0.11,-0.0,-1.78
