,T0,T1,T2,E_0
T0,-0.84,-0.92,0.17,0.38
T1,-0.19,-1.97,-0.0,0.26
T2,-0.0,0.54,-2.12,0.43
E_0,-0.2,-0.89,0.14,-2.49
