,T0,T1,T2,C_0
T0,-0.88,-0.79,-0.0,0.15
T1,-0.46,-1.89,0.17,0.13
T2,0.17,0.58,-2.01,-0.61
C_0,-1.37,0.08,0.49,-1.55
