,T0,T1,T2,A_1
T0,-0.88,-1.34,0.03,0.47
T1,-0.08,-1.9,0.0,-0.54
T2,0.25,0.61,-2.03,-1.2
A_1,-0.5,-0.23,-0.25,-2.12
