,T0,T1,T2,C_2
T0,-0.81,-1.5,0.27,-0.44
T1,-0.1,-1.99,0.46,-0.02
T2,0.01,0.18,-1.99,0.12
C_2,-0.57,0.27,-0.31,-1.64
