,T0,T1,T2,B_1
T0,-0.88,-0.81,0.0,0.06
T1,-0.46,-1.94,-0.0,0.2
T2,0.14,0.61,-2.08,0.01
B_1,-0.18,0.24,-0.25,-0.03
