,T0,T1,T2,B_0
T0,-0.83,-1.29,-0.05,0.0
T1,-0.13,-1.93,0.0,0.08
T2,0.26,0.63,-2.07,-0.31
B_0,-0.13,0.43,-0.0,-1.69
