,T0,T1,T2,E_2
T0,-0.92,-0.78,0.11,0.53
T1,-0.48,-1.86,-0.0,0.15
T2,-0.1,0.58,-2.12,0.87
E_2,-0.62,-0.42,-0.2,-1.95
