,T0,T1,T2,D_0
T0,-0.85,-1.39,0.16,0.05
T1,-0.14,-1.96,0.38,-0.06
T2,-0.0,0.19,-2.05,0.35
D_0,0.2,1.1,-0.31,-1.42
