,T0,T1,T2,B_2
T0,-0.86,-0.97,-0.02,0.12
T1,-0.36,-1.95,0.01,0.47
T2,0.2,0.62,-2.06,-0.22
B_2,-0.25,0.02,0.04,-1.54
