,T0,T1,T2,C_2
T0,-0.76,-0.7,0.3,-0.71
T1,-0.32,-1.9,-0.0,0.01
T2,0.0,0.56,-2.13,0.1
C_2,-0.19,0.29,-0.27,-1.69
