,T0,T1,T2,E_1
T0,-0.84,-0.86,0.24,0.33
T1,-0.29,-1.93,-0.0,0.25
T2,-0.02,0.54,-2.13,0.34
E_1,-0.35,-0.96,0.17,-2.37
