,T0,T1,T2,A_0
T0,-0.79,-1.31,0.02,0.15
T1,0.01,-1.96,-0.0,-0.55
T2,0.29,0.53,-2.15,-0.93
A_0,-0.23,-0.05,-0.49,-2.41
