,T0,T1,T2,A_1
T0,-0.83,-0.86,0.28,0.19
T1,-0.24,-1.89,-0.0,-0.47
T2,0.0,0.58,-2.09,-0.42
A_1,-0.28,-0.12,-0.88,-2.1
