,T0,T1,T2,B_0
T0,-0.81,-1.18,-0.06,0.23
T1,-0.13,-2.0,-0.0,0.37
T2,0.33,0.58,-2.15,-0.56
B_0,-0.38,0.06,0.23,-1.65
