,T0,T1,T2,C_1
T0,-0.77,-1.05,0.01,-0.23
T1,-0.12,-1.96,-0.05,0.13
T2,0.26,0.55,-2.19,-0.0
C_1,-0.53,0.13,0.02,-1.82
