,T0,T1,T2,E_0
T0,-0.82,-1.19,0.24,0.3
T1,-0.11,-1.98,0.12,0.19
T2,0.0,0.42,-2.13,0.43
E_0,-0.09,-0.92,-0.06,-2.5
