,T0,T1,T2,B_1
T0,-0.81,-0.45,0.0,-0.24
T1,-0.2,-1.97,0.0,-0.0
T2,0.18,0.54,-2.24,0.1
B_1,-0.0,-0.0,0.0,-0.09
