,T0,T1,T2,A_0
T0,-0.89,-0.47,0.01,-0.0
T1,-0.24,-1.96,0.0,-0.02
T2,0.16,0.61,-2.17,-0.39
A_0,-0.01,-0.39,-0.31,-2.33
