,T0,T1,T2,C_2
T0,-0.9,-0.19,-0.0,-0.12
T1,-0.52,-1.91,0.0,-0.0
T2,0.15,0.64,-2.16,-0.27
C_2,-1.27,-0.15,-0.0,-1.49
