,T0,T1,T2,A_1
T0,-0.89,-0.12,0.43,0.08
T1,-0.43,-1.79,0.0,-0.4
T2,0.0,0.02,-2.18,-0.17
A_1,0.0,-0.35,-0.02,-2.0
