,T0,T1,T2,C_3
T0,-0.79,-0.42,0.0,-0.14
T1,-0.12,-1.9,0.0,0.0
T2,0.41,0.0,-2.32,-0.0
C_3,-0.19,0.21,-0.12,-0.32
