,T0,T1,T2,E_3
T0,-0.91,-0.12,0.42,0.3
T1,-0.48,-1.81,0.0,-0.13
T2,0.0,0.01,-2.19,-0.1
E_3,0.0,-0.24,-0.14,-1.99
