,T0,T1,T2,A_0
T0,-0.88,-0.24,0.41,-0.0
T1,-0.34,-1.84,0.0,0.0
T2,0.0,0.0,-2.2,-0.01
A_0,-0.0,0.0,-0.01,-2.59
