,T0,T1,T2,C_1
T0,-0.87,-0.45,-0.0,-0.0
T1,-0.5,-1.9,0.55,0.29
T2,0.3,0.0,-2.17,-0.2
C_1,-0.98,0.0,0.0,-1.66
