,T0,T1,T2,B_2
T0,-0.84,-0.98,0.01,0.0
T1,-0.05,-1.91,0.0,-0.0
T2,0.32,0.46,-2.25,-0.09
B_2,-0.03,0.24,-0.43,-1.55
