,T0,T1,T2,C_2
T0,-0.84,-0.38,0.0,-0.37
T1,-0.45,-1.83,0.0,0.1
T2,0.28,0.49,-2.25,-0.01
C_2,-0.66,0.0,-0.17,-1.56
