,T0,T1,T2,B_0
T0,-0.86,-0.94,0.0,0.13
T1,-0.09,-1.9,0.0,0.0
T2,0.3,0.44,-2.25,-0.01
B_0,-0.0,0.53,-0.27,-1.64
