,T0,T1,T2,C_3
T0,-0.86,-0.46,-0.15,-0.0
T1,-0.43,-1.91,0.0,0.22
T2,0.4,0.5,-2.23,-0.17
C_3,-1.22,-0.0,0.0,-0.16
