,T0,T1,T2,A_1
T0,-0.88,-0.42,0.0,0.0
T1,-0.43,-1.8,0.0,-0.18
T2,0.3,0.52,-2.22,-0.58
A_1,-0.05,-0.46,-0.96,-2.08
