,T0,T1,T2,A_0
T0,-0.89,-0.36,0.06,0.01
T1,-0.51,-1.78,0.0,-0.33
T2,0.24,0.52,-2.21,-0.66
A_0,0.0,-0.45,-0.62,-2.34
