,T0,T1,T2,B_0
T0,-0.79,-1.2,0.01,0.0
T1,-0.0,-2.04,0.12,-0.0
T2,0.19,0.38,-2.13,-0.04
B_0,-0.02,0.31,-0.38,-1.69
