,T0,T1,T2,E_0
T0,-0.85,-0.71,0.09,0.53
T1,-0.28,-1.96,0.0,0.07
T2,-0.0,0.5,-2.14,0.55
E_0,-0.25,-0.49,-0.26,-2.49
