,T0,T1,T2,C_0
T0,-0.8,-0.53,0.04,-0.21
T1,-0.42,-1.98,0.26,0.21
T2,0.13,0.32,-2.1,-0.03
C_0,-0.53,-0.0,-0.15,-1.62
