,T0,T1,T2,B_1
T0,-0.81,-0.73,0.01,-0.01
T1,-0.37,-2.14,0.26,0.38
T2,0.1,0.18,-2.2,0.23
B_1,-0.08,0.02,-0.47,-0.02
