,T0,T1,T2,E_2
T0,-0.89,-0.12,0.02,0.47
T1,-1.05,-1.89,0.67,-0.05
T2,0.0,0.0,-2.09,0.5
E_2,-0.46,-0.23,-0.07,-2.04
