,T0,T1,T2,C_1
T0,-0.79,-1.13,-0.0,0.0
T1,-0.01,-2.02,-0.06,0.08
T2,0.21,0.56,-2.1,-0.71
C_1,-0.83,-0.0,0.44,-1.81
