,T0,T1,T2,C_2
T0,-0.78,-0.89,-0.01,-0.13
T1,-0.14,-2.0,-0.0,0.13
T2,0.19,0.49,-2.14,-0.11
C_2,-0.68,0.0,0.01,-1.6
